ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
12694,Pauline Peters,Female,26,Bachelors,Boston,2012,Procurement & Supply Chain,3,117300
12695,Xenia Hawkins,Others,26,Bachelors,Fort Worth,2016,R&D,3,102900
12696,Eric Connolly,Male,30,Masters,Dallas,2017,IT,2,77500
12697,Michael Carlson,Male,29,Masters,San Diego,2017,Marketing,2,70300
12698,River Hale,Male,28,Bachelors,San Diego,2014,IT,3,108200
12699,Kaia Ortega,Others,27,Masters,Los Angeles,2017,Customer Service,3,103200
12700,Christian Ingram,Male,27,Bachelors,"Washington, D.C.",2014,Operations,3,115300
12701,Mary Cordova,Female,27,Bachelors,Indianapolis,2017,Sales,3,101100
12702,Margaret Dennis,Female,30,Bachelors,Denver,2016,Sales,3,118100
12703,Brianna Leary,Female,29,Bachelors,Charlotte,2015,Operations,3,116600
12704,Annabelle Atkinson,Female,27,Bachelors,Columbus,2015,HR,2,96700
12705,Irene Vega,Others,26,Bachelors,Denver,2013,R&D,3,98700
12706,Harrison Langley,Male,29,Bachelors,Phoenix,2015,Legal,3,102200
12707,Raina Salazar,Female,30,Bachelors,Chicago,2017,Procurement & Supply Chain,3,109700
12708,Aurora Saunders,Female,27,PHD,Denver,2017,Operations,3,102400
12709,Heidi Short,Female,27,PHD,Dallas,2013,Customer Service,3,114700
12710,Penelope Ramirez,Female,28,Bachelors,Austin,2018,Operations,3,104100
12711,Leila Barker,Female,29,Bachelors,San Diego,2013,Sales,3,116700
12712,Albert Kidd,Others,29,Masters,Denver,2017,Customer Service,2,72900
12713,Leona Day,Others,27,Bachelors,Columbus,2015,Customer Service,3,106800
12714,Theo Patrick,Male,27,Bachelors,Chicago,2012,Legal,3,109800
12715,Kara Spencer,Female,26,Masters,Dallas,2018,Procurement & Supply Chain,3,105000
12716,Steve Garrett,Others,27,Bachelors,New York City,2012,Legal,1,43300
12717,Virginia Cook,Female,27,Masters,Seattle,2017,Operations,2,91100
12718,Raheem Decker,Male,28,Bachelors,Denver,2015,R&D,1,53700
12719,Craig Zamora,Male,29,Bachelors,San Antonio,2014,Marketing,3,99600
12720,Joseph Fleming,Male,29,Bachelors,Dallas,2017,Finance & Accounting,3,119500
12721,Amelia Kirkland,Female,26,PHD,Columbus,2015,HR,2,84400
12722,Aditya Mann,Others,30,Bachelors,Charlotte,2017,HR,3,106900
12723,Felix Gibson,Male,26,Bachelors,Chicago,2016,IT,3,113000
12724,Helena Rowe,Female,26,Masters,San Antonio,2013,Legal,3,106000
12725,Kimberly Blackburn,Female,29,Bachelors,Philadelphia,2012,Finance & Accounting,2,83100
12726,Remy Shields,Male,30,Bachelors,Los Angeles,2018,R&D,3,101000
12727,Bradley Owens,Male,27,Bachelors,Phoenix,2016,Legal,3,106800
12728,Wesley Crow,Male,26,Bachelors,Fort Worth,2015,Marketing,3,100500
12729,Emma Ford,Female,28,Bachelors,Fort Worth,2018,Finance & Accounting,2,91500
12730,Daphne Nelson,Female,28,Bachelors,Seattle,2012,Operations,3,117000
12731,Iris Stewart,Others,27,Bachelors,San Diego,2014,HR,3,98500
12732,Fiona Burgess,Female,28,Bachelors,San Antonio,2012,Procurement & Supply Chain,3,103400
12733,Joshua Skinner,Male,28,Masters,Indianapolis,2014,Marketing,3,119000
12734,Ember Washington,Female,26,Bachelors,Chicago,2012,R&D,3,99000
12735,Simone Carlson,Female,27,Bachelors,Columbus,2015,R&D,3,99200
12736,Cecilia Stafford,Female,28,Bachelors,Phoenix,2016,Operations,3,119900
12737,Teresa Riddle,Female,29,Bachelors,"Washington, D.C.",2018,Operations,3,109400
12738,Nicole Gordon,Female,29,Bachelors,Chicago,2014,Customer Service,3,109200
12739,Aaron Mayo,Male,29,Bachelors,Fort Worth,2015,Finance & Accounting,3,117900
12740,Nathan Mckay,Male,27,Masters,San Diego,2018,R&D,3,100100
12741,Marley Blanchard,Others,28,Bachelors,Charlotte,2014,Sales,3,115500
12742,Sophia Nicholson,Female,27,Masters,San Antonio,2017,HR,2,97000
12743,Lena Dickinson,Female,27,Bachelors,Chicago,2017,IT,2,86100
12744,Nadia Robinson,Female,28,Bachelors,San Jose,2014,Customer Service,3,105300
12745,Bella Franklin,Female,26,Bachelors,Indianapolis,2017,Operations,2,90500
12746,Liam Garcia,Male,29,Bachelors,Jacksonville,2017,Marketing,3,104700
12747,Ellen Horn,Female,26,Bachelors,Houston,2012,Marketing,3,98800
12748,Kian Barton,Others,26,Bachelors,Fort Worth,2017,Operations,2,89400
12749,Lana Haley,Female,26,Bachelors,Phoenix,2017,IT,2,72500
12750,Jackson Whitney,Male,30,Bachelors,Boston,2014,R&D,3,100000
12751,Morgan Cherry,Female,29,Bachelors,Denver,2018,Procurement & Supply Chain,3,116300
12752,Callum Perez,Male,30,Masters,Dallas,2013,Marketing,3,119800
12753,Blake Newton,Male,27,Bachelors,Boston,2016,Marketing,3,104900
12754,Aaron Sterling,Male,26,Bachelors,Columbus,2016,Operations,3,109600
12755,Andrea Donovan,Female,30,Bachelors,Seattle,2017,HR,1,51200
12756,Daniel Kramer,Male,30,Bachelors,San Diego,2015,Customer Service,3,118300
12757,Bailey Calhoun,Male,30,Bachelors,San Antonio,2013,Marketing,3,104000
12758,Philip Witt,Male,27,Bachelors,Denver,2015,Legal,3,99900
12759,Marina Ali,Female,30,Bachelors,"Washington, D.C.",2017,Sales,3,111400
12760,Erica Robbins,Female,30,PHD,Los Angeles,2018,Marketing,3,107800
12761,Elsa Flores,Female,29,Bachelors,Houston,2018,HR,3,102900
12762,Michael Pollard,Male,30,Bachelors,Fort Worth,2013,Marketing,3,109000
12763,Mila Kirkland,Female,27,Bachelors,Philadelphia,2017,R&D,3,101700
12764,Kara Davies,Female,29,Bachelors,Phoenix,2016,Finance & Accounting,3,116700
12765,Drew Cash,Male,28,Bachelors,Jacksonville,2013,Legal,3,101100
12766,Addison Hays,Others,26,Bachelors,San Jose,2014,IT,3,98800
12767,Anne Harper,Female,30,Bachelors,Austin,2015,R&D,2,89800
12768,Rajan Morgan,Others,26,Masters,Seattle,2013,Procurement & Supply Chain,2,81600
12769,Piper Reed,Female,26,Bachelors,Charlotte,2016,Marketing,3,118300
12770,Reid Chavez,Male,27,Masters,Boston,2012,IT,3,103100
12771,Kendall Acosta,Male,27,Bachelors,Charlotte,2017,IT,3,117100
12772,Jake West,Male,30,Bachelors,Philadelphia,2013,Operations,3,100900
12773,Alba Livingston,Others,27,Bachelors,Los Angeles,2014,R&D,3,114200
12774,Zachary House,Male,30,Masters,New York City,2013,Finance & Accounting,3,110700
12775,Jessica Scott,Female,29,Bachelors,Philadelphia,2016,Procurement & Supply Chain,3,106900
12776,Aria Roth,Female,28,Bachelors,Los Angeles,2016,Operations,3,101300
12777,Ellen Holcomb,Female,29,Masters,San Jose,2017,Marketing,3,105800
12778,Alison Meadows,Female,26,Bachelors,San Antonio,2014,Operations,3,112600
12779,Jeremy Osborn,Male,30,Masters,Columbus,2018,Customer Service,3,119800
12780,Yara Leary,Female,27,Masters,Chicago,2014,IT,3,118600
12781,Isabel Lloyd,Female,29,Bachelors,Denver,2017,R&D,3,116400
12782,David Tyson,Male,30,Masters,Denver,2016,Procurement & Supply Chain,3,98200
12783,Jean Bernard,Female,30,Masters,Fort Worth,2017,IT,3,100000
12784,Alfie Rosario,Others,30,Bachelors,Fort Worth,2013,Marketing,2,75100
12785,Adam Rhodes,Male,28,Masters,Phoenix,2014,Operations,3,117400
12786,Katie Abrams,Female,26,Bachelors,Seattle,2013,Sales,3,111200
12787,Elise Vines,Female,30,Bachelors,Columbus,2017,Legal,1,49300
12788,Milo Reynolds,Male,28,Bachelors,Jacksonville,2016,Procurement & Supply Chain,3,107100
12789,Barbara Koch,Female,30,Bachelors,Phoenix,2013,Legal,1,52700
12790,Percy Stephens,Male,30,Bachelors,Denver,2013,HR,3,109400
12791,Naomi Patel,Female,27,Bachelors,Houston,2016,Marketing,3,109500
12792,Tobias May,Male,27,Bachelors,Dallas,2015,Procurement & Supply Chain,3,112600
12793,Aspen Goldman,Female,26,Masters,San Jose,2012,Legal,3,117800
12794,George Burch,Male,26,Bachelors,Philadelphia,2013,IT,2,87100
12795,Flora Torres,Female,27,Bachelors,New York City,2018,Customer Service,3,103300
12796,Edith Underwood,Female,30,PHD,Philadelphia,2018,Operations,2,76100
12797,Amelie Marlow,Others,29,Bachelors,Houston,2017,HR,3,119900
12798,Celine North,Female,28,Bachelors,San Jose,2013,R&D,3,111600
12799,Gerald Rodriguez,Male,28,Bachelors,Jacksonville,2012,HR,3,106100
12800,Louis Petty,Male,30,Masters,Austin,2017,R&D,1,54000
12801,Marlon Shaw,Male,26,Bachelors,Austin,2017,Customer Service,2,76300
12802,Nora Mcpherson,Female,29,Masters,Columbus,2013,Sales,1,69900
12803,Dora Petty,Female,29,Bachelors,Charlotte,2012,Customer Service,3,113500
12804,Colin Kaufman,Male,27,Bachelors,Dallas,2014,Finance & Accounting,3,100800
12805,Harrison Gould,Male,29,Bachelors,San Diego,2015,Operations,3,113700
12806,Ellie Burnett,Female,29,Bachelors,San Diego,2014,R&D,3,99200
12807,Hannah Allison,Female,28,Bachelors,Chicago,2018,HR,3,114300
12808,Grace Rivers,Female,27,Bachelors,San Jose,2012,Finance & Accounting,3,101600
12809,Nora Blackburn,Female,26,Bachelors,Jacksonville,2017,IT,2,94300
12810,Phoebe Sutton,Female,29,Bachelors,Boston,2014,IT,2,87300
12811,Sofia Sweet,Female,29,Bachelors,Indianapolis,2017,R&D,3,112500
12812,Zachary Evans,Male,28,Bachelors,Chicago,2015,Marketing,2,88400
12813,Kayla Hess,Female,28,Bachelors,Boston,2017,Legal,3,104800
12814,Brady Fuller,Male,29,Bachelors,Austin,2017,R&D,3,99300
12815,Mabel Black,Female,30,Bachelors,Fort Worth,2017,HR,3,101900
12816,Marie Keller,Female,26,Bachelors,Jacksonville,2017,Customer Service,2,94900
12817,Yvette Rodriguez,Female,30,Masters,Charlotte,2017,Sales,2,81900
12818,Luis Brockman,Male,29,Bachelors,Indianapolis,2015,Procurement & Supply Chain,2,93700
12819,Theodore Hines,Male,29,Bachelors,Chicago,2014,Procurement & Supply Chain,3,103100
12820,Nadia Hall,Female,28,Bachelors,San Jose,2012,Sales,3,99900
12821,Kingston Meadows,Male,28,Bachelors,Denver,2012,Legal,3,101900
12822,Chloe Morris,Female,29,Bachelors,Indianapolis,2017,Legal,3,114700
12823,Cruz Berry,Male,30,Bachelors,Chicago,2015,Customer Service,3,119900
12824,Audrey Blanchard,Female,26,Masters,Seattle,2012,R&D,3,109800
12825,Flynn Avery,Others,28,Bachelors,Fort Worth,2018,Operations,3,109800
12826,Colton Frederick,Others,30,Bachelors,Philadelphia,2017,Operations,3,104600
12827,Molly Horn,Female,27,Bachelors,Chicago,2012,HR,3,109400
12828,Chase Lucero,Male,26,Bachelors,New York City,2017,IT,3,106300
12829,Greta Oconnell,Female,27,Bachelors,Austin,2014,Legal,3,116700
12830,Helena Wheeler,Female,30,Bachelors,Houston,2014,Marketing,3,104700
12831,Benjamin Perry,Male,30,Bachelors,Phoenix,2014,R&D,3,111700
12832,Aditya Russo,Others,29,Bachelors,Boston,2012,Legal,3,110300
12833,Rebecca Bond,Female,26,Bachelors,San Diego,2014,Procurement & Supply Chain,3,102200
12834,Kimberly Rice,Female,27,Bachelors,Houston,2015,HR,3,104900
12835,Daniela Clarke,Others,29,Bachelors,Indianapolis,2017,Marketing,2,82100
12836,Theodore Leach,Male,29,Masters,Fort Worth,2016,Procurement & Supply Chain,3,101100
12837,Tania Small,Female,26,Bachelors,Philadelphia,2017,Procurement & Supply Chain,3,116400
12838,Katherine Norris,Female,26,Masters,Los Angeles,2017,Finance & Accounting,3,118300
12839,William Wheeler,Male,29,Masters,Houston,2012,Sales,3,109500
12840,Audrey Akers,Female,27,Bachelors,Seattle,2013,Finance & Accounting,3,103100
12841,Miranda Maxwell,Female,26,Bachelors,"Washington, D.C.",2012,Marketing,3,110700
12842,Jacob Hines,Male,28,Bachelors,Denver,2017,Customer Service,3,101300
12843,Kayla Rhodes,Female,30,Bachelors,Boston,2013,HR,3,101100
12844,Michael Wilson,Male,26,Masters,Columbus,2017,R&D,2,91900
12845,Axel Copeland,Male,26,Bachelors,Seattle,2013,Marketing,3,110600
12846,Victor Murray,Male,28,Masters,Chicago,2017,IT,2,84200
12847,Maya Sawyer,Female,27,Bachelors,Jacksonville,2017,Sales,2,95000
12848,Kingston Graham,Male,27,PHD,New York City,2018,IT,3,116800
12849,Jaden Tillman,Male,30,Bachelors,Houston,2013,Sales,3,102100
12850,Kobe Shepard,Male,30,Masters,"Washington, D.C.",2013,Customer Service,3,114000
12851,Gianna Singleton,Female,26,Masters,Indianapolis,2018,Sales,3,113500
12852,Osiris Dawson,Others,30,Masters,Charlotte,2015,Sales,3,108300
12853,Enzo Smith,Male,29,Bachelors,San Jose,2012,Customer Service,3,115700
12854,Elizabeth Dunn,Female,27,Bachelors,San Antonio,2018,Customer Service,3,103600
12855,Lily Clarke,Female,28,Masters,"Washington, D.C.",2017,HR,2,74000
12856,Cassian Cantrell,Male,29,Bachelors,Dallas,2016,Customer Service,2,97000
12857,Maeve Kaufman,Female,27,Bachelors,Austin,2015,HR,2,72800
12858,Alice Higgins,Female,29,Bachelors,Los Angeles,2014,IT,3,101300
12859,Aurelia Scott,Others,27,Bachelors,Fort Worth,2014,Operations,3,104900
12860,Tyler Atwood,Male,28,Bachelors,Charlotte,2018,Customer Service,3,118800
12861,Emery Mayer,Others,28,Bachelors,Chicago,2012,R&D,3,117800
12862,Aaliyah Christian,Female,28,Masters,Seattle,2017,Sales,2,77600
12863,Katie Schneider,Female,27,Masters,Seattle,2015,Legal,2,83000
12864,Kingston Schwartz,Male,26,Bachelors,San Diego,2013,Procurement & Supply Chain,3,113600
12865,Josiah Mathis,Male,29,Bachelors,San Diego,2014,IT,3,101000
12866,Oscar Ray,Male,30,Masters,San Jose,2016,HR,3,114400
12867,Jeremy Braun,Male,26,Bachelors,Phoenix,2014,Operations,1,60400
12868,Grant Holloway,Male,27,Bachelors,Houston,2012,Procurement & Supply Chain,2,73900
12869,Bella Walton,Female,30,Bachelors,"Washington, D.C.",2017,Marketing,3,98200
12870,Colton Buckley,Others,27,Bachelors,Boston,2013,Finance & Accounting,3,112900
12871,Mariana Collins,Female,30,Bachelors,Los Angeles,2017,Legal,2,71900
12872,Delilah Harrell,Female,28,Bachelors,Chicago,2017,Finance & Accounting,2,85400
12873,Carson Nicholson,Male,30,PHD,Austin,2016,Customer Service,3,116300
12874,Lauren Bolton,Female,28,Bachelors,"Washington, D.C.",2018,Customer Service,3,98200
12875,Mackenzie Gilliam,Female,29,Bachelors,"Washington, D.C.",2017,Customer Service,2,72700
12876,Serena Merritt,Female,30,Bachelors,Fort Worth,2017,Legal,2,73200
12877,Lara Ramsey,Others,27,Bachelors,Charlotte,2015,Legal,3,112900
12878,Clark Fitzgerald,Male,30,Bachelors,Houston,2013,HR,3,99900
12879,Miles Robles,Male,26,Bachelors,Columbus,2018,Marketing,3,104200
12880,Beatrice Ryan,Female,28,Bachelors,Boston,2015,Operations,3,110200
12881,Siena Sutton,Others,26,Masters,Austin,2017,Marketing,2,93200
12882,Edward Martin,Male,30,Bachelors,Dallas,2016,IT,2,77900
12883,Lauren Hebert,Female,28,Masters,Phoenix,2014,HR,3,113800
12884,Karl Stanton,Male,28,Bachelors,"Washington, D.C.",2015,Finance & Accounting,3,102700
12885,Dorothy Snyder,Female,30,Masters,San Jose,2015,Legal,2,84900
12886,Percy Howell,Male,27,Masters,Columbus,2017,R&D,2,88900
12887,Annie Diaz,Female,26,Bachelors,Austin,2014,HR,3,102100
12888,Gael Waller,Others,27,Bachelors,Los Angeles,2013,Operations,3,110600
12889,Alicia Egan,Female,30,Bachelors,San Antonio,2016,Finance & Accounting,3,118200
12890,Riley Byrd,Male,29,Masters,Fort Worth,2017,HR,3,98800
12891,Sophia Diaz,Female,30,Bachelors,San Diego,2012,Operations,3,118100
12892,Anita Hammond,Female,29,Bachelors,San Diego,2018,Marketing,3,116700
12893,Jackie Morton,Others,29,Masters,New York City,2018,IT,3,102900
12894,Ida Rodriguez,Others,27,Bachelors,"Washington, D.C.",2016,Operations,3,113800
12895,Neil Foster,Male,28,Bachelors,Los Angeles,2017,Operations,2,87100
12896,Elliot Ali,Male,29,Bachelors,San Jose,2016,Customer Service,3,116600
12897,Jennifer Kidd,Female,29,Bachelors,Denver,2016,Customer Service,1,61500
12898,Douglas Mcdowell,Male,28,Bachelors,Philadelphia,2015,Operations,2,71000
12899,Jayden Ingram,Male,29,Bachelors,Dallas,2012,Legal,3,117500
12900,Leila Goodman,Female,27,PHD,San Diego,2014,Sales,3,104300
12901,Elliott Sears,Male,27,Bachelors,San Antonio,2013,Customer Service,3,117600
12902,Enzo Pratt,Male,29,Bachelors,Jacksonville,2018,Finance & Accounting,3,114900
12903,Maria Wright,Female,30,Masters,"Washington, D.C.",2017,Sales,2,91400
12904,Elliot Hammond,Male,29,Masters,Philadelphia,2016,HR,3,110000
12905,Athena Buckley,Female,26,Bachelors,Denver,2012,Legal,3,115800
12906,Gemma Olsen,Female,28,Bachelors,San Antonio,2015,Operations,3,117300
12907,Norah Edwards,Female,29,Bachelors,Columbus,2017,R&D,2,74400
12908,Camille Greene,Female,30,Bachelors,Boston,2014,Operations,3,110500
12909,Emery Rodriguez,Others,30,Bachelors,Dallas,2017,Customer Service,3,105700
12910,Adaline Glenn,Female,28,Bachelors,Chicago,2014,R&D,3,113600
12911,Talia Shepherd,Female,28,Bachelors,San Antonio,2013,Sales,3,110300
12912,Gianna Diaz,Female,26,Bachelors,Indianapolis,2016,R&D,3,105500
12913,Elora Copeland,Others,28,Bachelors,San Antonio,2012,R&D,3,118500
12914,Bella Woods,Female,29,Bachelors,Indianapolis,2017,HR,3,108300
12915,Elise Rosales,Female,27,Bachelors,Indianapolis,2018,R&D,3,105800
12916,Valentina Bond,Female,26,Masters,Chicago,2017,Sales,2,71700
12917,Tristan Thornton,Male,26,Bachelors,Houston,2017,Procurement & Supply Chain,3,103000
12918,Eden Hardy,Female,27,Bachelors,Chicago,2013,Operations,3,103600
12919,Eden Stein,Female,26,Bachelors,Phoenix,2014,Procurement & Supply Chain,3,104900
12920,Lucian Morton,Others,29,Bachelors,Fort Worth,2013,IT,2,97400
12921,Xenia Travis,Others,28,Bachelors,Austin,2013,Customer Service,2,83900
12922,Lana Estes,Female,26,Bachelors,San Diego,2017,Sales,3,114200
12923,Sam Doyle,Male,28,Bachelors,Phoenix,2015,Procurement & Supply Chain,2,94800
12924,Jackson Diaz,Male,29,Bachelors,Columbus,2017,IT,3,110100
12925,Neha Wells,Female,29,Bachelors,Jacksonville,2013,Sales,3,105700
12926,Andrew Meyer,Male,29,Bachelors,Philadelphia,2015,Procurement & Supply Chain,3,107700
12927,Leon Fitzpatrick,Male,30,Bachelors,"Washington, D.C.",2017,Legal,3,117400
12928,Seth Spencer,Male,29,Bachelors,Indianapolis,2015,R&D,3,100100
12929,Evan Hurley,Male,27,Bachelors,Columbus,2013,R&D,3,115300
12930,Winnie Hoover,Female,26,Bachelors,Jacksonville,2016,Procurement & Supply Chain,3,105000
12931,Carlos Tate,Male,27,Bachelors,Houston,2014,HR,3,109000
12932,Joel Irwin,Male,28,Bachelors,Boston,2012,Customer Service,3,117000
12933,Rajan Barrett,Others,27,Bachelors,Philadelphia,2017,Marketing,3,101400
12934,Julian Duke,Male,29,Bachelors,New York City,2018,Customer Service,3,107400
12935,Martin Garner,Male,29,Bachelors,Indianapolis,2017,R&D,1,51400
12936,Siena Cash,Others,27,Bachelors,San Jose,2017,R&D,3,107400
12937,Aurelia Pollard,Others,27,Masters,Chicago,2017,R&D,2,94700
12938,Elena Crawford,Female,28,Masters,Dallas,2014,HR,3,115400
12939,Jenna Peck,Female,27,Bachelors,San Diego,2012,Legal,3,118300
12940,Teresa Shepard,Female,28,Bachelors,San Jose,2012,Marketing,3,99300
12941,Parker Hopkins,Male,27,Masters,Phoenix,2017,Sales,2,80800
12942,Grayson Zane,Male,26,Bachelors,Columbus,2013,Customer Service,3,105100
12943,Mae Cherry,Female,27,Bachelors,Boston,2013,Legal,3,100500
12944,Frank Lamb,Male,26,Bachelors,Seattle,2013,Sales,2,70100
12945,Lucia Stanley,Female,27,Bachelors,Dallas,2012,Operations,2,79900
12946,Celine Cooke,Female,26,Bachelors,Dallas,2016,Procurement & Supply Chain,3,105400
12947,Arya Owens,Others,27,Bachelors,Dallas,2017,Marketing,2,96300
12948,Walter Tyler,Male,28,Bachelors,Charlotte,2012,R&D,3,118200
12949,India Martin,Others,26,Bachelors,Columbus,2015,Finance & Accounting,3,110600
12950,Iris Howard,Others,27,Masters,Indianapolis,2017,Sales,3,104900
12951,Scott Gillespie,Male,30,Bachelors,Houston,2013,Marketing,2,95300
12952,Erica Hayes,Female,28,Bachelors,Columbus,2013,Procurement & Supply Chain,3,103700
12953,Emiliano Price,Male,26,Bachelors,Indianapolis,2012,HR,3,115500
12954,Shawn Barber,Male,28,Bachelors,Houston,2016,Operations,3,113100
12955,Elias Townsend,Male,26,Masters,Chicago,2015,Sales,3,118000
12956,Isla Casey,Female,26,Bachelors,New York City,2017,Procurement & Supply Chain,2,87500
12957,Matthew Allison,Male,26,Masters,Dallas,2017,Legal,2,94700
12958,Corinne Bailey,Female,30,Bachelors,San Jose,2014,Operations,3,107900
12959,Scarlett Wyatt,Female,29,Bachelors,New York City,2014,Legal,3,117000
12960,Megan Dickerson,Female,26,Bachelors,Chicago,2017,Finance & Accounting,3,101600
12961,Isaac Buchanan,Male,28,Bachelors,Boston,2013,R&D,3,116900
12962,Ayla Hart,Others,29,Bachelors,Los Angeles,2018,HR,3,113000
12963,Samantha Mcconnell,Female,30,Bachelors,San Diego,2016,Legal,3,109600
12964,Karter Gomez,Male,30,Bachelors,Denver,2017,HR,3,107900
12965,Delia Townsend,Female,29,PHD,Charlotte,2015,R&D,3,99000
12966,Opal Sweet,Female,26,Bachelors,New York City,2017,R&D,2,87100
12967,Hope Robbins,Female,26,Bachelors,Austin,2013,R&D,3,120000
12968,Karl Little,Male,28,Bachelors,Columbus,2014,Customer Service,1,64800
12969,River Weaver,Male,30,Bachelors,Columbus,2014,Procurement & Supply Chain,3,102800
12970,Anaya Garrison,Others,26,Masters,Jacksonville,2012,Customer Service,3,113400
12971,Kaden Davidson,Male,26,Bachelors,Denver,2013,R&D,2,94000
12972,Samuel Hines,Male,26,Bachelors,"Washington, D.C.",2015,Sales,3,110200
12973,Annie Armstrong,Female,29,Bachelors,San Antonio,2016,Finance & Accounting,3,113400
12974,Simon Mccall,Male,27,Bachelors,Columbus,2015,Sales,3,117200
12975,Eli Payne,Male,28,Masters,Houston,2018,Marketing,3,113000
12976,Aaron Hull,Male,27,PHD,Fort Worth,2015,Finance & Accounting,2,80000
12977,Eleanor Bruce,Female,30,Masters,Indianapolis,2013,Sales,1,59600
12978,Madison Wells,Female,26,Bachelors,Boston,2012,Customer Service,3,113600
12979,Roxanne Haley,Others,26,Bachelors,New York City,2015,Finance & Accounting,2,84800
12980,Leo Payne,Others,30,Bachelors,Fort Worth,2018,Sales,3,106100
12981,Marina Jensen,Female,30,PHD,Los Angeles,2013,Customer Service,3,117200
12982,Kimberly Stephenson,Female,28,Bachelors,San Jose,2013,R&D,3,104700
12983,Malik Shaw,Male,26,Masters,Austin,2014,HR,3,101200
12984,Angela Montgomery,Female,29,Bachelors,San Jose,2017,Customer Service,3,119600
12985,Eduardo Francis,Male,26,Bachelors,Dallas,2013,R&D,3,101800
12986,Susan Howard,Female,26,Bachelors,Indianapolis,2012,Customer Service,3,117500
12987,Renee Velez,Female,26,Bachelors,Charlotte,2014,Sales,3,102800
12988,Sadie Price,Female,29,Bachelors,Charlotte,2015,Marketing,3,103200
12989,Stella Harvey,Female,26,Bachelors,Denver,2014,Marketing,1,66100
12990,Clark Herring,Male,36,Bachelors,Denver,2018,Finance & Accounting,3,100500
12991,Erin Sears,Female,37,Bachelors,"Washington, D.C.",2018,Procurement & Supply Chain,3,110000
12992,Ivy Lucero,Female,35,Bachelors,San Antonio,2015,Sales,3,109200
12993,Orion Crawford,Others,32,Bachelors,Boston,2013,Marketing,2,79600
12994,Lana Glover,Female,39,Bachelors,Indianapolis,2013,Finance & Accounting,1,63300
12995,Spencer Griffith,Male,32,Bachelors,Columbus,2018,HR,3,100200
12996,Eli Merritt,Male,37,PHD,Denver,2012,R&D,3,103200
12997,Robin Stanton,Male,31,Bachelors,Houston,2012,Procurement & Supply Chain,3,116100
12998,Brielle Cole,Female,31,Bachelors,New York City,2018,Finance & Accounting,3,116200
12999,Atlas Brennan,Others,33,Bachelors,Seattle,2017,Sales,3,102100
13000,Emma Pope,Female,37,Masters,Phoenix,2017,Customer Service,2,81000
13001,David Velasquez,Male,31,Bachelors,Charlotte,2014,Customer Service,3,114800
13002,Alina Davies,Female,40,Masters,Indianapolis,2017,Procurement & Supply Chain,3,118900
13003,Theodore Vega,Male,32,Bachelors,San Antonio,2017,Marketing,2,79400
13004,Kelly Leach,Female,41,Bachelors,Dallas,2016,HR,3,109100
13005,Andre Frederick,Male,35,Bachelors,Denver,2018,Legal,3,99500
13006,August Elliott,Male,34,Bachelors,Houston,2014,Legal,3,102000
13007,Malcolm Pierce,Male,31,Bachelors,Philadelphia,2017,Procurement & Supply Chain,3,105200
13008,Madeline Mathis,Female,41,Masters,Boston,2017,Procurement & Supply Chain,3,108100
13009,Noah Long,Male,41,Bachelors,San Diego,2015,IT,3,107000
13010,Hannah Cherry,Female,37,Bachelors,Chicago,2016,Operations,3,105000
13011,Neha Hoffman,Female,32,Bachelors,Jacksonville,2018,Operations,3,109300
13012,Xander Mullins,Others,37,Bachelors,Phoenix,2015,Operations,3,113900
13013,Ruby Williams,Female,32,Bachelors,San Antonio,2016,Operations,3,109500
13014,Maya Leach,Female,36,Masters,Philadelphia,2017,Marketing,3,117200
13015,Alexander Goddard,Male,36,Bachelors,New York City,2014,Finance & Accounting,3,116700
13016,Leslie Mathews,Female,36,Bachelors,Philadelphia,2015,IT,3,98800
13017,Miranda Waters,Female,41,Bachelors,Fort Worth,2017,IT,3,114200
13018,Sutton Peterson,Others,39,Bachelors,San Diego,2015,Operations,3,116100
13019,Lyla Guerrero,Others,37,Bachelors,Seattle,2013,HR,3,116800
13020,Luna Hendrix,Female,32,Bachelors,San Jose,2013,Legal,3,107200
13021,Hannah Berry,Female,36,Bachelors,San Diego,2012,Marketing,3,116600
13022,Savannah Morgan,Female,36,Bachelors,Seattle,2013,R&D,3,99400
13023,Mark Webster,Male,36,Bachelors,Columbus,2014,Legal,3,117000
13024,Jocelyn Ochoa,Female,32,Bachelors,San Jose,2018,Finance & Accounting,3,101800
13025,Alba Santiago,Others,34,Bachelors,"Washington, D.C.",2018,R&D,3,112000
13026,Dorothy Savage,Female,37,Bachelors,San Antonio,2018,Sales,3,104000
13027,Irene Cooper,Others,40,Bachelors,Chicago,2018,Finance & Accounting,3,100800
13028,Kaleb Shepherd,Male,36,Bachelors,New York City,2014,IT,2,72100
13029,Daniel Keller,Male,38,Bachelors,Houston,2017,HR,2,94700
13030,Flora Prince,Female,31,Masters,Denver,2017,Sales,2,74900
13031,Mabel Cherry,Female,41,Bachelors,Charlotte,2013,Legal,3,106200
13032,Siena Huff,Others,32,Masters,Boston,2012,Customer Service,2,82800
13033,Maeve Emerson,Female,41,Bachelors,Jacksonville,2017,Legal,2,88100
13034,Alanzo Schultz,Others,40,Bachelors,Fort Worth,2013,Operations,3,109400
13035,Peter Maynard,Male,38,Bachelors,San Diego,2014,Customer Service,3,118800
13036,Hector Calhoun,Male,36,Masters,San Diego,2017,HR,2,75200
